OrderKey,LineNumber,OrderDate,DeliveryDate,CustomerKey,StoreKey,ProductKey,Quantity,UnitPrice,NetPrice,UnitCost,CurrencyCode,ExchangeRate
132900,0,2023-08-21,2023-08-21,1087449,380,1536,5,476.8,424.352,219.264,GBP,0.78360
133000,0,2023-08-22,2023-08-22,189727,50,645,3,418,392.92,138.5,AUD,1.55029
133000,1,2023-08-22,2023-08-22,189727,50,188,7,105.21,94.689,48.384,AUD,1.55029
133100,0,2023-08-23,2023-08-29,1803136,999999,1621,3,11.691,11.691,5.958,USD,1.00000
133101,0,2023-08-23,2023-08-23,773867,300,843,1,53.8,53.8,27.42,EUR,0.92550
133101,1,2023-08-23,2023-08-23,773867,300,1505,3,368,327.52,169.232,EUR,0.92550
133101,2,2023-08-23,2023-08-23,773867,300,82,3,33.251,33.251,15.293,EUR,0.92550
133200,0,2023-08-24,2023-08-24,739314,290,398,1,765.9,765.9,390.48,EUR,0.92251
133200,1,2023-08-24,2023-08-24,739314,290,481,1,278,264.1,127.84,EUR,0.92251
133201,0,2023-08-24,2023-08-24,835873,340,2038,2,163.9918,144.312784,75.4154,EUR,0.92251
133300,0,2023-08-25,2023-08-30,271457,999999,1332,8,46.384,40.81792,21.328,CAD,1.35751
133300,1,2023-08-25,2023-08-30,271457,999999,1518,3,480,475.2,220.736,CAD,1.35751
133300,2,2023-08-25,2023-08-30,271457,999999,1943,2,229.5918,229.5918,117.055,CAD,1.35751
133400,0,2023-08-26,2023-08-26,1996848,610,438,2,1838,1672.58,608.96,USD,1.00000
133401,0,2023-08-26,2023-08-26,1756043,480,1508,2,480,417.6,220.736,USD,1.00000
133401,1,2023-08-26,2023-08-26,1756043,480,1578,1,197.1,197.1,65.304,USD,1.00000
133402,0,2023-08-26,2023-08-26,1696138,620,1539,4,496,441.44,228.096,USD,1.00000
133600,0,2023-08-28,2023-08-28,587955,270,1705,1,6.192,6.192,2.844,EUR,0.92524
133600,1,2023-08-28,2023-08-28,587955,270,1012,1,257.4,247.104,118.365,EUR,0.92524
133700,0,2023-08-29,2023-08-29,1687648,570,1634,8,8.991,7.91208,4.581,USD,1.00000
133700,1,2023-08-29,2023-08-29,1687648,570,571,3,502,502,230.86,USD,1.00000
133700,2,2023-08-29,2023-08-29,1687648,570,1655,1,260.991,229.67208,86.472,USD,1.00000
133700,3,2023-08-29,2023-08-29,1687648,570,2510,3,6.496,5.65152,3.312,USD,1.00000
133800,0,2023-08-30,2023-08-30,1444276,500,741,2,458,407.62,151.74,USD,1.00000
133801,0,2023-08-30,2023-09-04,1729120,999999,65,2,148.42,138.0306,68.2568,USD,1.00000
133801,1,2023-08-30,2023-09-04,1729120,999999,1680,1,6.291,6.291,3.204,USD,1.00000
133900,0,2023-08-31,2023-08-31,958849,370,2498,1,37.952,35.29536,19.344,GBP,0.78872
133900,1,2023-08-31,2023-08-31,958849,370,1999,3,81.9918,81.171882,41.8036,GBP,0.78872
133901,0,2023-08-31,2023-08-31,1645155,570,1575,2,54.891,54.891,25.245,USD,1.00000
134000,0,2023-09-01,2023-09-01,165793,35,394,7,1516,1516,697.16,AUD,1.54343
134000,1,2023-09-01,2023-09-01,165793,35,1556,1,448,394.24,206.016,AUD,1.54343
134000,2,2023-09-01,2023-09-01,165793,35,1497,2,427.2,375.936,196.448,AUD,1.54343
134000,3,2023-09-01,2023-09-01,165793,35,777,4,27.8,27.8,14.18,AUD,1.54343
134000,4,2023-09-01,2023-09-01,165793,35,1249,6,64.987,57.83843,33.137,AUD,1.54343
134100,0,2023-09-02,2023-09-02,1259279,660,1413,3,478.4,478.4,220,USD,1.00000
134100,1,2023-09-02,2023-09-02,1259279,660,1686,5,6.291,6.291,3.204,USD,1.00000
134101,0,2023-09-02,2023-09-02,1306505,560,420,2,999.8,999.8,509.72,USD,1.00000
134102,0,2023-09-02,2023-09-02,560681,190,2099,7,211.15,187.9235,107.6496,EUR,0.92217
134102,1,2023-09-02,2023-09-02,560681,190,1664,5,8.091,7.68645,3.717,EUR,0.92217
134300,0,2023-09-04,2023-09-04,259525,80,654,3,258,224.46,118.64,CAD,1.35969
134300,1,2023-09-04,2023-09-04,259525,80,755,1,51,45.39,26,CAD,1.35969
134300,2,2023-09-04,2023-09-04,259525,80,1117,3,567.06,499.0128,187.876,CAD,1.35969
134300,3,2023-09-04,2023-09-04,259525,80,97,5,55.268,49.7412,28.1752,CAD,1.35969
134400,0,2023-09-05,2023-09-10,1433423,999999,531,3,1358,1222.2,449.94,USD,1.00000
134400,1,2023-09-05,2023-09-10,1433423,999999,1696,5,15.291,13.45608,5.067,USD,1.00000
134400,2,2023-09-05,2023-09-10,1433423,999999,1351,3,27.184,27.184,13.856,USD,1.00000
134400,3,2023-09-05,2023-09-10,1433423,999999,1655,1,260.991,260.991,86.472,USD,1.00000
134500,0,2023-09-06,2023-09-06,1962858,530,1526,3,380.8,380.8,175.12,USD,1.00000
134501,0,2023-09-06,2023-09-06,744960,300,10,4,49.1918,44.27262,25.0756,EUR,0.93067
134600,0,2023-09-07,2023-09-07,420916,220,736,2,236,202.96,108.52,EUR,0.93371
134600,1,2023-09-07,2023-09-07,420916,220,294,7,269.1,269.1,137.196,EUR,0.93371
134600,2,2023-09-07,2023-09-07,420916,220,1483,2,430.4,430.4,197.92,EUR,0.93371
134601,0,2023-09-07,2023-09-07,2026043,530,1344,3,25.6,25.6,13.056,USD,1.00000
134601,1,2023-09-07,2023-09-07,2026043,530,450,6,1838,1635.82,608.96,USD,1.00000
134700,0,2023-09-08,2023-09-08,1456043,470,2497,1,15.984,14.22576,8.144,USD,1.00000
134800,0,2023-09-09,2023-09-09,1338897,490,390,5,2598,2390.16,860.76,USD,1.00000
134800,1,2023-09-09,2023-09-09,1338897,490,835,1,105.8,105.8,53.94,USD,1.00000
134801,0,2023-09-09,2023-09-09,1349275,620,1304,1,88.4,78.676,40.651,USD,1.00000
134801,1,2023-09-09,2023-09-09,1349275,620,105,6,94.3,92.414,43.3616,USD,1.00000
134802,0,2023-09-09,2023-09-11,254444,999999,2067,3,546.0708,546.0708,180.9248,CAD,1.36612
134802,1,2023-09-09,2023-09-11,254444,999999,2094,1,211.15,211.15,107.6496,CAD,1.36612
135000,0,2023-09-11,2023-09-11,92227,50,434,1,1198,1198,550.92,AUD,1.55306
135000,1,2023-09-11,2023-09-11,92227,50,1029,2,260,260,86.138,AUD,1.55306
135100,0,2023-09-12,2023-09-18,1514420,999999,441,1,459.8,436.81,234.42,USD,1.00000
135100,1,2023-09-12,2023-09-18,1514420,999999,1283,5,32.487,29.88804,16.562,USD,1.00000
135100,2,2023-09-12,2023-09-18,1514420,999999,667,5,380,338.2,174.74,USD,1.00000
135100,3,2023-09-12,2023-09-18,1514420,999999,1651,7,143.991,129.5919,66.213,USD,1.00000
135200,0,2023-09-13,2023-09-13,794668,300,422,4,1938,1744.2,642.1,EUR,0.93171
135201,0,2023-09-13,2023-09-20,273121,999999,425,1,738,656.82,376.26,CAD,1.35619
135201,1,2023-09-13,2023-09-20,273121,999999,644,1,158,158,80.56,CAD,1.35619
135300,0,2023-09-14,2023-09-21,227917,999999,1598,2,52.092,44.79912,23.958,CAD,1.35182
135300,1,2023-09-14,2023-09-21,227917,999999,47,1,122.959,113.12228,62.689,CAD,1.35182
135300,2,2023-09-14,2023-09-21,227917,999999,1663,2,6.201,5.45688,2.853,CAD,1.35182
135301,0,2023-09-14,2023-09-14,1217668,530,1201,3,1298.7,1116.882,430.287,USD,1.00000
135400,0,2023-09-15,2023-09-15,1369584,500,629,1,598,598,198.12,USD,1.00000
135500,0,2023-09-16,2023-09-16,1482365,470,2495,8,15.984,13.74624,8.144,USD,1.00000
135500,1,2023-09-16,2023-09-16,1482365,470,2096,3,719.55,719.55,330.8946,USD,1.00000
135500,2,2023-09-16,2023-09-16,1482365,470,344,2,732,673.44,373.2,USD,1.00000
135501,0,2023-09-16,2023-09-16,515387,190,59,1,127.92,127.92,65.2146,EUR,0.93826
135501,1,2023-09-16,2023-09-16,515387,190,664,10,458,458,151.74,EUR,0.93826
135501,2,2023-09-16,2023-09-16,515387,190,1597,1,52.092,52.092,23.958,EUR,0.93826
135501,3,2023-09-16,2023-09-16,515387,190,1421,3,464,408.32,213.376,EUR,0.93826
135501,4,2023-09-16,2023-09-16,515387,190,55,2,242.72,213.5936,80.4174,EUR,0.93826
135501,5,2023-09-16,2023-09-16,515387,190,1640,1,20.601,20.601,6.822,EUR,0.93826
135501,6,2023-09-16,2023-09-16,515387,190,1687,8,6.192,5.51088,2.844,EUR,0.93826
135502,0,2023-09-16,2023-09-16,1031923,390,2374,6,163.9918,163.9918,83.6072,GBP,0.80576
135700,0,2023-09-18,2023-09-18,1525395,660,1406,2,22.704,20.88768,11.568,USD,1.00000
135700,1,2023-09-18,2023-09-18,1525395,660,1798,5,38.7,33.282,19.728,USD,1.00000
135800,0,2023-09-19,2023-09-19,1402500,610,432,1,999.8,999.8,509.72,USD,1.00000
135800,1,2023-09-19,2023-09-19,1402500,610,436,2,738,730.62,376.26,USD,1.00000
135800,2,2023-09-19,2023-09-19,1402500,610,50,4,163.959,163.959,75.399,USD,1.00000
135800,3,2023-09-19,2023-09-19,1402500,610,458,1,459.8,409.222,234.42,USD,1.00000
135800,4,2023-09-19,2023-09-19,1402500,610,1524,2,528,496.32,242.816,USD,1.00000
135800,5,2023-09-19,2023-09-19,1402500,610,437,7,999.8,889.822,509.72,USD,1.00000
135800,6,2023-09-19,2023-09-19,1402500,610,83,3,81.9918,81.9918,37.7036,USD,1.00000
135901,0,2023-09-20,2023-09-20,1240534,660,1255,7,25.987,23.12843,13.247,USD,1.00000
135901,1,2023-09-20,2023-09-20,1240534,660,1884,4,1490.76,1490.76,685.5446,USD,1.00000
136000,0,2023-09-21,2023-09-21,4980,40,420,3,999.8,869.826,509.72,AUD,1.56248
136000,1,2023-09-21,2023-09-21,4980,40,1648,3,98.991,98.991,50.472,AUD,1.56248
136000,2,2023-09-21,2023-09-21,4980,40,416,10,1938,1724.82,642.1,AUD,1.56248
136000,3,2023-09-21,2023-09-21,4980,40,1256,3,25.987,24.94752,13.247,AUD,1.56248
136001,0,2023-09-21,2023-09-21,1062216,420,1661,2,4.95,4.9005,2.52,GBP,0.81535
136002,0,2023-09-21,2023-09-21,1408752,660,1816,4,28.8,28.8,14.679,USD,1.00000
136002,1,2023-09-21,2023-09-21,1408752,660,1296,8,32.5,28.6,14.95,USD,1.00000
136002,2,2023-09-21,2023-09-21,1408752,660,1606,1,143.991,126.71208,66.213,USD,1.00000
136002,3,2023-09-21,2023-09-21,1408752,660,1694,1,7.992,7.992,3.672,USD,1.00000
136002,4,2023-09-21,2023-09-21,1408752,660,1536,1,476.8,476.8,219.264,USD,1.00000
136100,0,2023-09-22,2023-09-22,1493427,530,1516,2,460.8,414.72,211.904,USD,1.00000
136200,0,2023-09-23,2023-09-29,749068,999999,128,7,129.06,129.06,65.799,EUR,0.93923
136200,1,2023-09-23,2023-09-29,749068,999999,1697,1,4.851,4.851,2.475,EUR,0.93923
136201,0,2023-09-23,2023-09-28,1685933,999999,109,1,109.0518,109.0518,50.1512,USD,1.00000
136201,1,2023-09-23,2023-09-28,1685933,999999,1780,1,38.7,38.7,19.728,USD,1.00000
136202,0,2023-09-23,2023-09-23,1472038,605,58,2,127.92,127.92,65.2146,USD,1.00000
136202,1,2023-09-23,2023-09-23,1472038,605,98,4,98.4,98.4,45.2476,USD,1.00000
136400,0,2023-09-25,2023-09-26,1549835,999999,382,3,765.9,765.9,390.48,USD,1.00000
136400,1,2023-09-25,2023-09-26,1549835,999999,445,1,1118,972.66,514.12,USD,1.00000
136400,2,2023-09-25,2023-09-26,1549835,999999,1442,3,846.4,753.296,280.432,USD,1.00000
136500,0,2023-09-26,2023-09-26,1849511,650,1402,2,70.096,61.68448,32.24,USD,1.00000
136600,0,2023-09-27,2023-09-27,555294,240,419,3,738,656.82,376.26,EUR,0.94913
136600,1,2023-09-27,2023-09-27,555294,240,371,4,1198,1198,550.92,EUR,0.94913
136601,0,2023-09-27,2023-09-27,902439,360,529,1,1738,1494.68,575.84,GBP,0.82394
136601,1,2023-09-27,2023-09-27,902439,360,512,3,258,258,131.54,GBP,0.82394
136601,2,2023-09-27,2023-09-27,902439,360,438,1,1838,1599.06,608.96,GBP,0.82394
136700,0,2023-09-28,2023-09-28,1864562,610,1449,5,480,480,220.736,USD,1.00000
136701,0,2023-09-28,2023-09-28,1460128,590,634,2,4998,4348.26,1655.94,USD,1.00000
136701,1,2023-09-28,2023-09-28,1460128,590,647,2,174,161.82,88.72,USD,1.00000
136701,2,2023-09-28,2023-09-28,1460128,590,723,6,204,204,104,USD,1.00000
136702,0,2023-09-28,2023-09-28,1354102,470,1689,8,4.482,3.98898,2.286,USD,1.00000
136702,1,2023-09-28,2023-09-28,1354102,470,1847,5,2175.378,1870.82508,720.7472,USD,1.00000
136800,0,2023-09-29,2023-09-29,1636519,550,1712,3,63.117,63.117,29.025,USD,1.00000
136800,1,2023-09-29,2023-09-29,1636519,550,55,3,242.72,220.8752,80.4174,USD,1.00000
136900,0,2023-09-30,2023-09-30,1107686,380,1511,1,366.4,318.768,168.496,GBP,0.81610
136900,1,2023-09-30,2023-09-30,1107686,380,2492,2,39.984,39.984,20.384,GBP,0.81610
136900,2,2023-09-30,2023-09-30,1107686,380,1438,1,464,399.04,213.376,GBP,0.81610
136900,3,2023-09-30,2023-09-30,1107686,380,416,2,1938,1938,642.1,GBP,0.81610
136900,4,2023-09-30,2023-09-30,1107686,380,1274,3,67.769,67.769,34.554,GBP,0.81610
136901,0,2023-09-30,2023-10-02,1902864,999999,740,6,496,496,164.34,USD,1.00000
136901,1,2023-09-30,2023-10-02,1902864,999999,2511,2,6.496,5.8464,3.312,USD,1.00000
136901,2,2023-09-30,2023-10-02,1902864,999999,1769,1,30.6,26.928,14.076,USD,1.00000
136901,3,2023-09-30,2023-10-02,1902864,999999,962,1,244.4,244.4,112.385,USD,1.00000
136901,4,2023-09-30,2023-10-02,1902864,999999,2489,1,23.984,21.82544,12.224,USD,1.00000
136902,0,2023-09-30,2023-09-30,1362087,440,82,7,33.251,33.251,15.293,USD,1.00000
136902,1,2023-09-30,2023-09-30,1362087,440,456,2,1118,995.02,514.12,USD,1.00000
137100,0,2023-10-02,2023-10-02,1698754,470,2492,4,39.984,37.18512,20.384,USD,1.00000
137100,1,2023-10-02,2023-10-02,1698754,470,2453,3,24.5918,21.640784,12.5378,USD,1.00000
137100,2,2023-10-02,2023-10-02,1698754,470,2093,2,416.56,395.732,212.3718,USD,1.00000
137100,3,2023-10-02,2023-10-02,1698754,470,1589,3,8.991,7.82217,4.581,USD,1.00000
137200,0,2023-10-03,2023-10-03,763836,290,1684,2,15.201,15.201,5.04,EUR,0.95520
137300,0,2023-10-04,2023-10-10,299896,999999,1822,5,28.8,25.632,14.679,CAD,1.37096
137301,0,2023-10-04,2023-10-04,1446031,660,1703,3,4.851,4.851,2.475,USD,1.00000
137301,1,2023-10-04,2023-10-04,1446031,660,1472,2,382.4,359.456,175.856,USD,1.00000
137301,2,2023-10-04,2023-10-04,1446031,660,1528,1,483.2,483.2,160.096,USD,1.00000
137301,3,2023-10-04,2023-10-04,1446031,660,647,2,174,174,88.72,USD,1.00000
137301,4,2023-10-04,2023-10-04,1446031,660,430,2,539.9,469.713,275.26,USD,1.00000
137400,0,2023-10-05,2023-10-05,1668758,610,1672,8,15.201,13.37688,5.04,USD,1.00000
137401,0,2023-10-05,2023-10-05,1959164,450,1647,1,161.991,161.991,74.493,USD,1.00000
137401,1,2023-10-05,2023-10-05,1959164,450,1526,2,380.8,335.104,175.12,USD,1.00000
137401,2,2023-10-05,2023-10-05,1959164,450,433,4,1938,1705.44,642.1,USD,1.00000
137401,3,2023-10-05,2023-10-05,1959164,450,1372,8,57.584,50.09808,26.48,USD,1.00000
137401,4,2023-10-05,2023-10-05,1959164,450,1645,3,52.092,45.32004,23.958,USD,1.00000
137401,5,2023-10-05,2023-10-05,1959164,450,1731,3,65.205,56.72835,29.988,USD,1.00000
137401,6,2023-10-05,2023-10-05,1959164,450,1622,1,197.1,197.1,65.304,USD,1.00000
137402,0,2023-10-05,2023-10-05,817115,340,1428,1,428.8,377.344,197.184,EUR,0.95003
137402,1,2023-10-05,2023-10-05,817115,340,1467,2,481.6,462.336,221.472,EUR,0.95003
137500,0,2023-10-06,2023-10-13,1217089,999999,46,3,122.959,111.89269,62.689,USD,1.00000
137500,1,2023-10-06,2023-10-13,1217089,999999,1659,2,233.991,233.991,77.526,USD,1.00000
137500,2,2023-10-06,2023-10-13,1217089,999999,476,2,1738,1651.1,575.84,USD,1.00000
137500,3,2023-10-06,2023-10-13,1217089,999999,1695,8,4.482,4.482,2.286,USD,1.00000
137500,4,2023-10-06,2023-10-13,1217089,999999,1449,5,480,432,220.736,USD,1.00000
137600,0,2023-10-07,2023-10-07,410822,240,1826,2,28.8,28.512,14.679,EUR,0.94670
137601,0,2023-10-07,2023-10-10,2010427,999999,1621,4,11.691,10.28808,5.958,USD,1.00000
137602,0,2023-10-07,2023-10-07,215735,100,1541,3,478.4,478.4,220,CAD,1.37196
137602,1,2023-10-07,2023-10-07,215735,100,1506,1,460.8,460.8,211.904,CAD,1.37196
137602,2,2023-10-07,2023-10-07,215735,100,1313,2,266.5,231.855,122.551,CAD,1.37196
137800,0,2023-10-09,2023-10-09,1833142,490,1794,7,38.7,33.669,19.728,USD,1.00000
137800,1,2023-10-09,2023-10-09,1833142,490,177,7,51.21,45.0648,26.109,USD,1.00000
137800,2,2023-10-09,2023-10-09,1833142,490,1273,1,9.035,7.9508,4.602,USD,1.00000
137800,3,2023-10-09,2023-10-09,1833142,490,769,7,45.8,45.8,23.36,USD,1.00000
137800,4,2023-10-09,2023-10-09,1833142,490,528,4,1638,1539.72,542.7,USD,1.00000
137800,5,2023-10-09,2023-10-09,1833142,490,1457,1,302.4,272.16,139.056,USD,1.00000
137900,0,2023-10-10,2023-10-14,980319,999999,56,1,242.72,242.72,80.4174,GBP,0.81639
137900,1,2023-10-10,2023-10-14,980319,999999,1095,2,465.4,404.898,214.019,GBP,0.81639
137900,2,2023-10-10,2023-10-14,980319,999999,1640,5,20.601,17.92287,6.822,GBP,0.81639
138000,0,2023-10-11,2023-10-11,1871547,430,1763,2,89.775,83.49075,41.283,USD,1.00000
138000,1,2023-10-11,2023-10-11,1871547,430,527,1,198,178.2,100.94,USD,1.00000
138000,2,2023-10-11,2023-10-11,1871547,430,1299,3,32.5,29.25,14.95,USD,1.00000
138000,3,2023-10-11,2023-10-11,1871547,430,70,2,39.319,35.3871,18.081,USD,1.00000
138001,0,2023-10-11,2023-10-11,680991,130,2336,1,220.17,200.3547,101.2454,EUR,0.94304
138001,1,2023-10-11,2023-10-11,680991,130,1422,2,481.6,481.6,221.472,EUR,0.94304
138001,2,2023-10-11,2023-10-11,680991,130,101,1,98.4,98.4,45.2476,EUR,0.94304
138001,3,2023-10-11,2023-10-11,680991,130,590,7,1998,1798.2,918.8,EUR,0.94304
138001,4,2023-10-11,2023-10-11,680991,130,2488,1,23.984,21.5856,12.224,EUR,0.94304
138001,5,2023-10-11,2023-10-11,680991,130,442,4,539.8,475.024,275.2,EUR,0.94304
138001,6,2023-10-11,2023-10-11,680991,130,53,2,242.72,208.7392,80.4174,EUR,0.94304
138100,0,2023-10-12,2023-10-12,1786431,650,157,1,989.991,989.991,455.265,USD,1.00000
138101,0,2023-10-12,2023-10-12,438460,190,1022,7,239.85,239.85,110.292,EUR,0.94171
138102,0,2023-10-12,2023-10-12,583658,210,92,4,122.9918,122.9918,40.7458,EUR,0.94171
138200,0,2023-10-13,2023-10-18,997942,999999,99,1,98.4,96.432,45.2476,GBP,0.82112
138200,1,2023-10-13,2023-10-18,997942,999999,1523,7,478.4,478.4,220,GBP,0.82112
138200,2,2023-10-13,2023-10-18,997942,999999,1741,4,25.2,25.2,12.852,GBP,0.82112
138200,3,2023-10-13,2023-10-18,997942,999999,1461,2,492.8,433.664,226.624,GBP,0.82112
138300,0,2023-10-14,2023-10-14,340042,90,144,3,269.991,237.59208,137.646,CAD,1.36802
138301,0,2023-10-14,2023-10-14,461487,270,2489,2,23.984,21.5856,12.224,EUR,0.95021
138301,1,2023-10-14,2023-10-14,461487,270,52,1,163.959,160.67982,75.399,EUR,0.95021
138302,0,2023-10-14,2023-10-14,1743409,550,370,1,765.9,765.9,390.48,USD,1.00000
138303,0,2023-10-14,2023-10-14,1294853,450,105,3,94.3,94.3,43.3616,USD,1.00000
138303,1,2023-10-14,2023-10-14,1294853,450,1692,1,6.291,6.291,3.204,USD,1.00000
138303,2,2023-10-14,2023-10-14,1294853,450,1680,5,6.291,6.291,3.204,USD,1.00000
138500,0,2023-10-16,2023-10-16,1520795,440,174,1,116.91,114.5718,38.736,USD,1.00000
138600,0,2023-10-17,2023-10-17,519345,240,1226,1,1298.7,1207.791,430.287,EUR,0.94616
138600,1,2023-10-17,2023-10-17,519345,240,1035,1,365.3,350.688,186.238,EUR,0.94616
138700,0,2023-10-18,2023-10-18,1612465,450,197,3,269.91,232.1226,137.61,USD,1.00000
138700,1,2023-10-18,2023-10-18,1612465,450,2060,3,77.8918,70.881538,39.7126,USD,1.00000
138700,2,2023-10-18,2023-10-18,1612465,450,89,3,122.9918,122.9918,40.7458,USD,1.00000
138700,3,2023-10-18,2023-10-18,1612465,450,634,3,4998,4348.26,1655.94,USD,1.00000
138700,4,2023-10-18,2023-10-18,1612465,450,2493,1,39.984,39.984,20.384,USD,1.00000
138700,5,2023-10-18,2023-10-18,1612465,450,2090,4,1209.5,1064.36,400.734,USD,1.00000
138700,6,2023-10-18,2023-10-18,1612465,450,1551,1,478.4,478.4,220,USD,1.00000
138701,0,2023-10-18,2023-10-18,1946630,450,407,3,1198,1198,550.92,USD,1.00000
138701,1,2023-10-18,2023-10-18,1946630,450,103,2,94.3,82.041,43.3616,USD,1.00000
138701,2,2023-10-18,2023-10-18,1946630,450,1668,9,6.291,5.53608,3.204,USD,1.00000
138701,3,2023-10-18,2023-10-18,1946630,450,643,3,338,307.58,155.44,USD,1.00000
138701,4,2023-10-18,2023-10-18,1946630,450,1496,1,460.8,414.72,211.904,USD,1.00000
138701,5,2023-10-18,2023-10-18,1946630,450,809,4,79.8,79.8,40.68,USD,1.00000
138800,0,2023-10-19,2023-10-19,1330738,670,1757,1,50.31,44.7759,25.65,USD,1.00000
138800,1,2023-10-19,2023-10-19,1330738,670,1516,1,460.8,460.8,211.904,USD,1.00000
138801,0,2023-10-19,2023-10-19,2009730,585,1286,2,101.387,94.28991,51.688,USD,1.00000
138801,1,2023-10-19,2023-10-19,2009730,585,93,2,55.268,51.39924,28.1752,USD,1.00000
138802,0,2023-10-19,2023-10-19,2040401,540,56,2,242.72,242.72,80.4174,USD,1.00000
138802,1,2023-10-19,2023-10-19,2040401,540,75,2,31.119,31.119,14.309,USD,1.00000
138802,2,2023-10-19,2023-10-19,2040401,540,406,5,765.9,765.9,390.48,USD,1.00000
138802,3,2023-10-19,2023-10-19,2040401,540,2113,2,416.56,416.56,212.3718,USD,1.00000
138802,4,2023-10-19,2023-10-19,2040401,540,2495,3,15.984,14.06592,8.144,USD,1.00000
138802,5,2023-10-19,2023-10-19,2040401,540,501,4,118,107.38,60.16,USD,1.00000
138900,0,2023-10-20,2023-10-20,1035851,420,155,1,422.973,389.13516,194.508,GBP,0.82346
138900,1,2023-10-20,2023-10-20,1035851,420,1668,5,6.291,6.10227,3.204,GBP,0.82346
138900,2,2023-10-20,2023-10-20,1035851,420,356,6,913.8,804.144,420.22,GBP,0.82346
138900,3,2023-10-20,2023-10-20,1035851,420,1658,1,98.991,98.991,50.472,GBP,0.82346
139000,0,2023-10-21,2023-10-21,1552720,605,1668,4,6.291,6.291,3.204,USD,1.00000
139001,0,2023-10-21,2023-10-22,1472377,999999,156,2,422.973,422.973,194.508,USD,1.00000
139001,1,2023-10-21,2023-10-22,1472377,999999,1454,3,318.4,318.4,146.416,USD,1.00000
139001,2,2023-10-21,2023-10-22,1472377,999999,804,1,45.8,41.22,23.36,USD,1.00000
139002,0,2023-10-21,2023-10-21,452897,240,15,2,63.6976,63.6976,29.2904,EUR,0.94420
139003,0,2023-10-21,2023-10-25,638857,999999,1203,6,1274,1108.38,422.097,EUR,0.94420
139200,0,2023-10-23,2023-10-23,1092024,380,1814,1,28.8,25.344,14.679,GBP,0.82243
139300,0,2023-10-24,2023-10-29,252394,999999,1606,8,143.991,143.991,66.213,CAD,1.36983
139300,1,2023-10-24,2023-10-29,252394,999999,71,5,39.319,39.319,18.081,CAD,1.36983
139300,2,2023-10-24,2023-10-29,252394,999999,432,5,999.8,879.824,509.72,CAD,1.36983
139300,3,2023-10-24,2023-10-29,252394,999999,1636,2,11.394,10.2546,5.238,CAD,1.36983
139300,4,2023-10-24,2023-10-29,252394,999999,1693,2,6.192,5.51088,2.844,CAD,1.36983
139300,5,2023-10-24,2023-10-29,252394,999999,1492,2,382.4,336.512,175.856,CAD,1.36983
139400,0,2023-10-25,2023-10-25,1815149,490,1782,4,38.7,37.152,19.728,USD,1.00000
139401,0,2023-10-25,2023-10-28,2081572,999999,1683,6,4.491,4.26645,2.286,USD,1.00000
139500,0,2023-10-26,2023-10-26,1213449,670,77,3,31.119,29.87424,14.309,USD,1.00000
139500,1,2023-10-26,2023-10-26,1213449,670,1708,1,63.117,58.06764,29.025,USD,1.00000
139500,2,2023-10-26,2023-10-26,1213449,670,1630,1,20.601,18.95292,6.822,USD,1.00000
139500,3,2023-10-26,2023-10-26,1213449,670,108,1,109.0518,109.0518,50.1512,USD,1.00000
139501,0,2023-10-26,2023-10-26,2084437,510,920,7,1.9,1.691,0.96,USD,1.00000
139501,1,2023-10-26,2023-10-26,2084437,510,1453,2,412.8,412.8,189.84,USD,1.00000
139501,2,2023-10-26,2023-10-26,2084437,510,1704,3,6.291,5.41026,3.204,USD,1.00000
139501,3,2023-10-26,2023-10-26,2084437,510,1130,5,414.7,377.377,190.71,USD,1.00000
139501,4,2023-10-26,2023-10-26,2084437,510,1282,6,32.487,32.487,16.562,USD,1.00000
139501,5,2023-10-26,2023-10-26,2084437,510,1410,6,368,368,169.232,USD,1.00000
139502,0,2023-10-26,2023-10-26,1726370,480,1130,1,414.7,414.7,190.71,USD,1.00000
139502,1,2023-10-26,2023-10-26,1726370,480,82,3,33.251,29.26088,15.293,USD,1.00000
139600,0,2023-10-27,2023-10-27,560955,270,1751,1,98.1,98.1,32.499,EUR,0.94868
139700,0,2023-10-28,2023-11-01,1892979,999999,1359,4,68.784,61.21776,22.784,USD,1.00000
139700,1,2023-10-28,2023-11-01,1892979,999999,1421,2,464,403.68,213.376,USD,1.00000
139700,2,2023-10-28,2023-11-01,1892979,999999,2514,4,207.984,207.984,68.912,USD,1.00000
139700,3,2023-10-28,2023-11-01,1892979,999999,383,8,1198,1054.24,550.92,USD,1.00000
139701,0,2023-10-28,2023-10-28,249557,90,1615,2,260.991,224.45226,86.472,CAD,1.38241
139702,0,2023-10-28,2023-10-28,238613,80,1606,6,143.991,143.991,66.213,CAD,1.38241
139702,1,2023-10-28,2023-10-28,238613,80,66,8,21.0658,21.0658,10.742,CAD,1.38241
139702,2,2023-10-28,2023-10-28,238613,80,1608,1,98.991,87.11208,50.472,CAD,1.38241
139702,3,2023-10-28,2023-10-28,238613,80,2104,2,211.15,211.15,107.6496,CAD,1.38241
139702,4,2023-10-28,2023-10-28,238613,80,1019,4,348.4,306.592,115.427,CAD,1.38241
139703,0,2023-10-28,2023-11-01,1642866,999999,1132,4,815.1,815.1,270.062,USD,1.00000
139703,1,2023-10-28,2023-11-01,1642866,999999,1711,3,63.117,63.117,29.025,USD,1.00000
