Date,FromCurrency,ToCurrency,Exchange
2023-07-05,USD,AUD,1.50097
2023-07-05,USD,CAD,1.32797
2023-07-05,USD,EUR,0.91920
2023-07-05,USD,GBP,0.78762
2023-07-05,USD,USD,1.00000
2023-07-06,AUD,AUD,1.00000
2023-07-06,AUD,CAD,0.88846
2023-07-06,AUD,EUR,0.61320
2023-07-06,AUD,GBP,0.52312
2023-07-06,AUD,USD,0.66832
2023-07-06,CAD,AUD,1.12554
2023-07-06,CAD,CAD,1.00000
2023-07-06,CAD,EUR,0.69018
2023-07-06,CAD,GBP,0.58879
2023-07-06,CAD,USD,0.75223
2023-07-06,EUR,AUD,1.6308
2023-07-06,EUR,CAD,1.4489
2023-07-06,EUR,EUR,1.0
2023-07-06,EUR,GBP,0.8531
2023-07-06,EUR,USD,1.0899
2023-07-06,GBP,AUD,1.91162
2023-07-06,GBP,CAD,1.69839
2023-07-06,GBP,EUR,1.17220
2023-07-06,GBP,GBP,1.00000
2023-07-06,GBP,USD,1.27758
2023-07-06,USD,AUD,1.49628
2023-07-06,USD,CAD,1.32939
2023-07-06,USD,EUR,0.91752
2023-07-06,USD,GBP,0.78273
2023-07-06,USD,USD,1.00000
2023-07-07,AUD,AUD,1.00000
2023-07-07,AUD,CAD,0.88676
2023-07-07,AUD,EUR,0.60916
2023-07-07,AUD,GBP,0.51960
2023-07-07,AUD,USD,0.66326
2023-07-07,CAD,AUD,1.12770
2023-07-07,CAD,CAD,1.00000
2023-07-07,CAD,EUR,0.68695
2023-07-07,CAD,GBP,0.58596
2023-07-07,CAD,USD,0.74796
2023-07-07,EUR,AUD,1.6416
2023-07-07,EUR,CAD,1.4557
2023-07-07,EUR,EUR,1.0
2023-07-07,EUR,GBP,0.85298
2023-07-07,EUR,USD,1.0888
2023-07-07,GBP,AUD,1.92455
2023-07-07,GBP,CAD,1.70661
2023-07-07,GBP,EUR,1.17236
2023-07-07,GBP,GBP,1.00000
2023-07-07,GBP,USD,1.27647
2023-07-07,USD,AUD,1.50771
2023-07-07,USD,CAD,1.33698
2023-07-07,USD,EUR,0.91844
2023-07-07,USD,GBP,0.78341
2023-07-07,USD,USD,1.00000
2023-07-08,AUD,AUD,1.00000
2023-07-08,AUD,CAD,0.88676
2023-07-08,AUD,EUR,0.60916
2023-07-08,AUD,GBP,0.51960
2023-07-08,AUD,USD,0.66326
2023-07-08,CAD,AUD,1.12770
2023-07-08,CAD,CAD,1.00000
2023-07-08,CAD,EUR,0.68695
2023-07-08,CAD,GBP,0.58596
2023-07-08,CAD,USD,0.74796
2023-07-08,EUR,AUD,1.6416
2023-07-08,EUR,CAD,1.4557
2023-07-08,EUR,EUR,1.0
2023-07-08,EUR,GBP,0.85298
2023-07-08,EUR,USD,1.0888
2023-07-08,GBP,AUD,1.92455
2023-07-08,GBP,CAD,1.70661
2023-07-08,GBP,EUR,1.17236
2023-07-08,GBP,GBP,1.00000
2023-07-08,GBP,USD,1.27647
2023-07-08,USD,AUD,1.50771
2023-07-08,USD,CAD,1.33698
2023-07-08,USD,EUR,0.91844
2023-07-08,USD,GBP,0.78341
2023-07-08,USD,USD,1.00000
2023-07-09,AUD,AUD,1.00000
2023-07-09,AUD,CAD,0.88676
2023-07-09,AUD,EUR,0.60916
2023-07-09,AUD,GBP,0.51960
2023-07-09,AUD,USD,0.66326
2023-07-09,CAD,AUD,1.12770
2023-07-09,CAD,CAD,1.00000
2023-07-09,CAD,EUR,0.68695
2023-07-09,CAD,GBP,0.58596
2023-07-09,CAD,USD,0.74796
2023-07-09,EUR,AUD,1.6416
2023-07-09,EUR,CAD,1.4557
2023-07-09,EUR,EUR,1.0
2023-07-09,EUR,GBP,0.85298
2023-07-09,EUR,USD,1.0888
2023-07-09,GBP,AUD,1.92455
2023-07-09,GBP,CAD,1.70661
2023-07-09,GBP,EUR,1.17236
2023-07-09,GBP,GBP,1.00000
2023-07-09,GBP,USD,1.27647
2023-07-09,USD,AUD,1.50771
2023-07-09,USD,CAD,1.33698
2023-07-09,USD,EUR,0.91844
2023-07-09,USD,GBP,0.78341
2023-07-09,USD,USD,1.00000
2023-07-10,AUD,AUD,1.00000
2023-07-10,AUD,CAD,0.88258
2023-07-10,AUD,EUR,0.60650
2023-07-10,AUD,GBP,0.51997
2023-07-10,AUD,USD,0.66448
2023-07-10,CAD,AUD,1.13304
2023-07-10,CAD,CAD,1.00000
2023-07-10,CAD,EUR,0.68719
2023-07-10,CAD,GBP,0.58915
2023-07-10,CAD,USD,0.75289
2023-07-10,EUR,AUD,1.6488
2023-07-10,EUR,CAD,1.4552
2023-07-10,EUR,EUR,1.0
2023-07-10,EUR,GBP,0.85733
2023-07-10,EUR,USD,1.0956
2023-07-10,GBP,AUD,1.92318
2023-07-10,GBP,CAD,1.69736
2023-07-10,GBP,EUR,1.16641
2023-07-10,GBP,GBP,1.00000
2023-07-10,GBP,USD,1.27792
2023-07-10,USD,AUD,1.50493
2023-07-10,USD,CAD,1.32822
2023-07-10,USD,EUR,0.91274
2023-07-10,USD,GBP,0.78252
2023-07-10,USD,USD,1.00000
2023-07-11,AUD,AUD,1.00000
2023-07-11,AUD,CAD,0.88450
2023-07-11,AUD,EUR,0.60632
2023-07-11,AUD,GBP,0.51604
2023-07-11,AUD,USD,0.66628
2023-07-11,CAD,AUD,1.13059
2023-07-11,CAD,CAD,1.00000
2023-07-11,CAD,EUR,0.68549
2023-07-11,CAD,GBP,0.58342
2023-07-11,CAD,USD,0.75329
2023-07-11,EUR,AUD,1.6493
2023-07-11,EUR,CAD,1.4588
2023-07-11,EUR,EUR,1.0
2023-07-11,EUR,GBP,0.8511
2023-07-11,EUR,USD,1.0989
2023-07-11,GBP,AUD,1.93785
2023-07-11,GBP,CAD,1.71402
2023-07-11,GBP,EUR,1.17495
2023-07-11,GBP,GBP,1.00000
2023-07-11,GBP,USD,1.29115
2023-07-11,USD,AUD,1.50086
2023-07-11,USD,CAD,1.32751
2023-07-11,USD,EUR,0.91000
2023-07-11,USD,GBP,0.77450
2023-07-11,USD,USD,1.00000
2023-07-12,AUD,AUD,1.00000
2023-07-12,AUD,CAD,0.88440
2023-07-12,AUD,EUR,0.60683
2023-07-12,AUD,GBP,0.51810
2023-07-12,AUD,USD,0.66885
2023-07-12,CAD,AUD,1.13071
2023-07-12,CAD,CAD,1.00000
2023-07-12,CAD,EUR,0.68615
2023-07-12,CAD,GBP,0.58582
2023-07-12,CAD,USD,0.75628
2023-07-12,EUR,AUD,1.6479
2023-07-12,EUR,CAD,1.4574
2023-07-12,EUR,EUR,1.0
2023-07-12,EUR,GBP,0.85378
2023-07-12,EUR,USD,1.1022
2023-07-12,GBP,AUD,1.93012
2023-07-12,GBP,CAD,1.70700
2023-07-12,GBP,EUR,1.17126
2023-07-12,GBP,GBP,1.00000
2023-07-12,GBP,USD,1.29096
2023-07-12,USD,AUD,1.49510
2023-07-12,USD,CAD,1.32226
2023-07-12,USD,EUR,0.90728
2023-07-12,USD,GBP,0.77461
2023-07-12,USD,USD,1.00000
2023-07-13,AUD,AUD,1.00000
2023-07-13,AUD,CAD,0.90275
2023-07-13,AUD,EUR,0.61353
2023-07-13,AUD,GBP,0.52490
2023-07-13,AUD,USD,0.68605
2023-07-13,CAD,AUD,1.10772
2023-07-13,CAD,CAD,1.00000
2023-07-13,CAD,EUR,0.67962
2023-07-13,CAD,GBP,0.58144
2023-07-13,CAD,USD,0.75996
2023-07-13,EUR,AUD,1.6299
2023-07-13,EUR,CAD,1.4714
2023-07-13,EUR,EUR,1.0
2023-07-13,EUR,GBP,0.85553
2023-07-13,EUR,USD,1.1182
2023-07-13,GBP,AUD,1.90513
2023-07-13,GBP,CAD,1.71987
2023-07-13,GBP,EUR,1.16887
2023-07-13,GBP,GBP,1.00000
2023-07-13,GBP,USD,1.30703
2023-07-13,USD,AUD,1.45761
2023-07-13,USD,CAD,1.31586
2023-07-13,USD,EUR,0.89429
2023-07-13,USD,GBP,0.76510
2023-07-13,USD,USD,1.00000
2023-07-14,AUD,AUD,1.00000
2023-07-14,AUD,CAD,0.90080
2023-07-14,AUD,EUR,0.61162
2023-07-14,AUD,GBP,0.52349
2023-07-14,AUD,USD,0.68630
2023-07-14,CAD,AUD,1.11013
2023-07-14,CAD,CAD,1.00000
2023-07-14,CAD,EUR,0.67898
2023-07-14,CAD,GBP,0.58114
2023-07-14,CAD,USD,0.76188
2023-07-14,EUR,AUD,1.635
2023-07-14,EUR,CAD,1.4728
2023-07-14,EUR,EUR,1.0
2023-07-14,EUR,GBP,0.8559
2023-07-14,EUR,USD,1.1221
2023-07-14,GBP,AUD,1.91027
2023-07-14,GBP,CAD,1.72076
2023-07-14,GBP,EUR,1.16836
2023-07-14,GBP,GBP,1.00000
2023-07-14,GBP,USD,1.31102
2023-07-14,USD,AUD,1.45709
2023-07-14,USD,CAD,1.31254
2023-07-14,USD,EUR,0.89119
2023-07-14,USD,GBP,0.76277
2023-07-14,USD,USD,1.00000
2023-07-15,AUD,AUD,1.00000
2023-07-15,AUD,CAD,0.90080
2023-07-15,AUD,EUR,0.61162
2023-07-15,AUD,GBP,0.52349
2023-07-15,AUD,USD,0.68630
2023-07-15,CAD,AUD,1.11013
2023-07-15,CAD,CAD,1.00000
2023-07-15,CAD,EUR,0.67898
2023-07-15,CAD,GBP,0.58114
2023-07-15,CAD,USD,0.76188
2023-07-15,EUR,AUD,1.635
2023-07-15,EUR,CAD,1.4728
2023-07-15,EUR,EUR,1.0
2023-07-15,EUR,GBP,0.8559
2023-07-15,EUR,USD,1.1221
2023-07-15,GBP,AUD,1.91027
2023-07-15,GBP,CAD,1.72076
2023-07-15,GBP,EUR,1.16836
2023-07-15,GBP,GBP,1.00000
2023-07-15,GBP,USD,1.31102
2023-07-15,USD,AUD,1.45709
2023-07-15,USD,CAD,1.31254
2023-07-15,USD,EUR,0.89119
2023-07-15,USD,GBP,0.76277
2023-07-15,USD,USD,1.00000
2023-07-16,AUD,AUD,1.00000
2023-07-16,AUD,CAD,0.90080
2023-07-16,AUD,EUR,0.61162
2023-07-16,AUD,GBP,0.52349
2023-07-16,AUD,USD,0.68630
2023-07-16,CAD,AUD,1.11013
2023-07-16,CAD,CAD,1.00000
2023-07-16,CAD,EUR,0.67898
2023-07-16,CAD,GBP,0.58114
2023-07-16,CAD,USD,0.76188
2023-07-16,EUR,AUD,1.635
2023-07-16,EUR,CAD,1.4728
2023-07-16,EUR,EUR,1.0
2023-07-16,EUR,GBP,0.8559
2023-07-16,EUR,USD,1.1221
2023-07-16,GBP,AUD,1.91027
2023-07-16,GBP,CAD,1.72076
2023-07-16,GBP,EUR,1.16836
2023-07-16,GBP,GBP,1.00000
2023-07-16,GBP,USD,1.31102
2023-07-16,USD,AUD,1.45709
2023-07-16,USD,CAD,1.31254
2023-07-16,USD,EUR,0.89119
2023-07-16,USD,GBP,0.76277
2023-07-16,USD,USD,1.00000
2023-07-17,AUD,AUD,1.00000
2023-07-17,AUD,CAD,0.90041
2023-07-17,AUD,EUR,0.60654
2023-07-17,AUD,GBP,0.52085
2023-07-17,AUD,USD,0.68114
2023-07-17,CAD,AUD,1.11061
2023-07-17,CAD,CAD,1.00000
2023-07-17,CAD,EUR,0.67363
2023-07-17,CAD,GBP,0.57846
2023-07-17,CAD,USD,0.75648
2023-07-17,EUR,AUD,1.6487
2023-07-17,EUR,CAD,1.4845
2023-07-17,EUR,EUR,1.0
2023-07-17,EUR,GBP,0.85873
2023-07-17,EUR,USD,1.123
2023-07-17,GBP,AUD,1.91993
2023-07-17,GBP,CAD,1.72872
2023-07-17,GBP,EUR,1.16451
2023-07-17,GBP,GBP,1.00000
2023-07-17,GBP,USD,1.30775
2023-07-17,USD,AUD,1.46812
2023-07-17,USD,CAD,1.32191
2023-07-17,USD,EUR,0.89047
2023-07-17,USD,GBP,0.76467
2023-07-17,USD,USD,1.00000
2023-07-18,AUD,AUD,1.00000
2023-07-18,AUD,CAD,0.89947
2023-07-18,AUD,EUR,0.60522
2023-07-18,AUD,GBP,0.51951
2023-07-18,AUD,USD,0.68117
2023-07-18,CAD,AUD,1.11176
2023-07-18,CAD,CAD,1.00000
2023-07-18,CAD,EUR,0.67286
2023-07-18,CAD,GBP,0.57757
2023-07-18,CAD,USD,0.75730
2023-07-18,EUR,AUD,1.6523
2023-07-18,EUR,CAD,1.4862
2023-07-18,EUR,EUR,1.0
2023-07-18,EUR,GBP,0.85838
2023-07-18,EUR,USD,1.1255
2023-07-18,GBP,AUD,1.92491
2023-07-18,GBP,CAD,1.73140
2023-07-18,GBP,EUR,1.16499
2023-07-18,GBP,GBP,1.00000
2023-07-18,GBP,USD,1.31119
2023-07-18,USD,AUD,1.46806
2023-07-18,USD,CAD,1.32048
2023-07-18,USD,EUR,0.88849
2023-07-18,USD,GBP,0.76267
2023-07-18,USD,USD,1.00000
2023-07-19,AUD,AUD,1.00000
2023-07-19,AUD,CAD,0.89223
2023-07-19,AUD,EUR,0.60306
2023-07-19,AUD,GBP,0.52417
2023-07-19,AUD,USD,0.67676
2023-07-19,CAD,AUD,1.12078
2023-07-19,CAD,CAD,1.00000
2023-07-19,CAD,EUR,0.67590
2023-07-19,CAD,GBP,0.58748
2023-07-19,CAD,USD,0.75850
2023-07-19,EUR,AUD,1.6582
2023-07-19,EUR,CAD,1.4795
2023-07-19,EUR,EUR,1.0
2023-07-19,EUR,GBP,0.86918
2023-07-19,EUR,USD,1.1222
2023-07-19,GBP,AUD,1.90778
2023-07-19,GBP,CAD,1.70218
2023-07-19,GBP,EUR,1.15051
2023-07-19,GBP,GBP,1.00000
2023-07-19,GBP,USD,1.29110
2023-07-19,USD,AUD,1.47763
2023-07-19,USD,CAD,1.31839
2023-07-19,USD,EUR,0.89111
2023-07-19,USD,GBP,0.77453
2023-07-19,USD,USD,1.00000
2023-07-20,AUD,AUD,1.00000
2023-07-20,AUD,CAD,0.89644
2023-07-20,AUD,EUR,0.60916
2023-07-20,AUD,GBP,0.52948
2023-07-20,AUD,USD,0.68208
2023-07-20,CAD,AUD,1.11552
2023-07-20,CAD,CAD,1.00000
2023-07-20,CAD,EUR,0.67953
2023-07-20,CAD,GBP,0.59065
2023-07-20,CAD,USD,0.76087
2023-07-20,EUR,AUD,1.6416
2023-07-20,EUR,CAD,1.4716
2023-07-20,EUR,EUR,1.0
2023-07-20,EUR,GBP,0.8692
2023-07-20,EUR,USD,1.1197
2023-07-20,GBP,AUD,1.88863
2023-07-20,GBP,CAD,1.69305
2023-07-20,GBP,EUR,1.15048
2023-07-20,GBP,GBP,1.00000
2023-07-20,GBP,USD,1.28820
2023-07-20,USD,AUD,1.46611
2023-07-20,USD,CAD,1.31428
2023-07-20,USD,EUR,0.89310
2023-07-20,USD,GBP,0.77628
2023-07-20,USD,USD,1.00000
2023-07-21,AUD,AUD,1.00000
2023-07-21,AUD,CAD,0.88843
2023-07-21,AUD,EUR,0.60569
2023-07-21,AUD,GBP,0.52517
2023-07-21,AUD,USD,0.67371
2023-07-21,CAD,AUD,1.12558
2023-07-21,CAD,CAD,1.00000
2023-07-21,CAD,EUR,0.68176
2023-07-21,CAD,GBP,0.59112
2023-07-21,CAD,USD,0.75832
2023-07-21,EUR,AUD,1.651
2023-07-21,EUR,CAD,1.4668
2023-07-21,EUR,EUR,1.0
2023-07-21,EUR,GBP,0.86706
2023-07-21,EUR,USD,1.1123
2023-07-21,GBP,AUD,1.90414
2023-07-21,GBP,CAD,1.69169
2023-07-21,GBP,EUR,1.15332
2023-07-21,GBP,GBP,1.00000
2023-07-21,GBP,USD,1.28284
2023-07-21,USD,AUD,1.48431
2023-07-21,USD,CAD,1.31871
2023-07-21,USD,EUR,0.89904
2023-07-21,USD,GBP,0.77952
2023-07-21,USD,USD,1.00000
2023-07-22,AUD,AUD,1.00000
2023-07-22,AUD,CAD,0.88843
2023-07-22,AUD,EUR,0.60569
2023-07-22,AUD,GBP,0.52517
2023-07-22,AUD,USD,0.67371
2023-07-22,CAD,AUD,1.12558
2023-07-22,CAD,CAD,1.00000
2023-07-22,CAD,EUR,0.68176
2023-07-22,CAD,GBP,0.59112
2023-07-22,CAD,USD,0.75832
2023-07-22,EUR,AUD,1.651
2023-07-22,EUR,CAD,1.4668
2023-07-22,EUR,EUR,1.0
2023-07-22,EUR,GBP,0.86706
2023-07-22,EUR,USD,1.1123
2023-07-22,GBP,AUD,1.90414
2023-07-22,GBP,CAD,1.69169
2023-07-22,GBP,EUR,1.15332
2023-07-22,GBP,GBP,1.00000
2023-07-22,GBP,USD,1.28284
2023-07-22,USD,AUD,1.48431
2023-07-22,USD,CAD,1.31871
2023-07-22,USD,EUR,0.89904
2023-07-22,USD,GBP,0.77952
2023-07-22,USD,USD,1.00000
2023-07-23,AUD,AUD,1.00000
2023-07-23,AUD,CAD,0.88843
2023-07-23,AUD,EUR,0.60569
2023-07-23,AUD,GBP,0.52517
2023-07-23,AUD,USD,0.67371
2023-07-23,CAD,AUD,1.12558
2023-07-23,CAD,CAD,1.00000
2023-07-23,CAD,EUR,0.68176
2023-07-23,CAD,GBP,0.59112
2023-07-23,CAD,USD,0.75832
2023-07-23,EUR,AUD,1.651
2023-07-23,EUR,CAD,1.4668
2023-07-23,EUR,EUR,1.0
2023-07-23,EUR,GBP,0.86706
2023-07-23,EUR,USD,1.1123
2023-07-23,GBP,AUD,1.90414
2023-07-23,GBP,CAD,1.69169
2023-07-23,GBP,EUR,1.15332
2023-07-23,GBP,GBP,1.00000
2023-07-23,GBP,USD,1.28284
2023-07-23,USD,AUD,1.48431
2023-07-23,USD,CAD,1.31871
2023-07-23,USD,EUR,0.89904
2023-07-23,USD,GBP,0.77952
2023-07-23,USD,USD,1.00000
2023-07-24,AUD,AUD,1.00000
2023-07-24,AUD,CAD,0.88864
2023-07-24,AUD,EUR,0.60720
2023-07-24,AUD,GBP,0.52432
2023-07-24,AUD,USD,0.67375
2023-07-24,CAD,AUD,1.12532
2023-07-24,CAD,CAD,1.00000
2023-07-24,CAD,EUR,0.68329
2023-07-24,CAD,GBP,0.59002
2023-07-24,CAD,USD,0.75818
2023-07-24,EUR,AUD,1.6469
2023-07-24,EUR,CAD,1.4635
2023-07-24,EUR,EUR,1.0
2023-07-24,EUR,GBP,0.8635
2023-07-24,EUR,USD,1.1096
2023-07-24,GBP,AUD,1.90724
2023-07-24,GBP,CAD,1.69485
2023-07-24,GBP,EUR,1.15808
2023-07-24,GBP,GBP,1.00000
2023-07-24,GBP,USD,1.28500
2023-07-24,USD,AUD,1.48423
2023-07-24,USD,CAD,1.31894
2023-07-24,USD,EUR,0.90123
2023-07-24,USD,GBP,0.77821
2023-07-24,USD,USD,1.00000
2023-07-25,AUD,AUD,1.00000
2023-07-25,AUD,CAD,0.89184
2023-07-25,AUD,EUR,0.61244
2023-07-25,AUD,GBP,0.52761
2023-07-25,AUD,USD,0.67681
2023-07-25,CAD,AUD,1.12127
2023-07-25,CAD,CAD,1.00000
2023-07-25,CAD,EUR,0.68672
2023-07-25,CAD,GBP,0.59159
2023-07-25,CAD,USD,0.75889
2023-07-25,EUR,AUD,1.6328
2023-07-25,EUR,CAD,1.4562
2023-07-25,EUR,EUR,1.0
2023-07-25,EUR,GBP,0.86148
2023-07-25,EUR,USD,1.1051
2023-07-25,GBP,AUD,1.89534
2023-07-25,GBP,CAD,1.69035
2023-07-25,GBP,EUR,1.16079
2023-07-25,GBP,GBP,1.00000
2023-07-25,GBP,USD,1.28279
2023-07-25,USD,AUD,1.47751
2023-07-25,USD,CAD,1.31771
2023-07-25,USD,EUR,0.90490
2023-07-25,USD,GBP,0.77955
2023-07-25,USD,USD,1.00000
2023-07-26,AUD,AUD,1.00000
2023-07-26,AUD,CAD,0.89141
2023-07-26,AUD,EUR,0.60972
2023-07-26,AUD,GBP,0.52250
2023-07-26,AUD,USD,0.67429
2023-07-26,CAD,AUD,1.12182
2023-07-26,CAD,CAD,1.00000
2023-07-26,CAD,EUR,0.68399
2023-07-26,CAD,GBP,0.58615
2023-07-26,CAD,USD,0.75643
2023-07-26,EUR,AUD,1.6401
2023-07-26,EUR,CAD,1.462
2023-07-26,EUR,EUR,1.0
2023-07-26,EUR,GBP,0.85695
2023-07-26,EUR,USD,1.1059
2023-07-26,GBP,AUD,1.91388
2023-07-26,GBP,CAD,1.70605
2023-07-26,GBP,EUR,1.16693
2023-07-26,GBP,GBP,1.00000
2023-07-26,GBP,USD,1.29051
2023-07-26,USD,AUD,1.48305
2023-07-26,USD,CAD,1.32200
2023-07-26,USD,EUR,0.90424
2023-07-26,USD,GBP,0.77489
2023-07-26,USD,USD,1.00000
2023-07-27,AUD,AUD,1.00000
2023-07-27,AUD,CAD,0.89446
2023-07-27,AUD,EUR,0.61039
2023-07-27,AUD,GBP,0.52423
2023-07-27,AUD,USD,0.67906
2023-07-27,CAD,AUD,1.11799
2023-07-27,CAD,CAD,1.00000
2023-07-27,CAD,EUR,0.68241
2023-07-27,CAD,GBP,0.58609
2023-07-27,CAD,USD,0.75918
2023-07-27,EUR,AUD,1.6383
2023-07-27,EUR,CAD,1.4654
2023-07-27,EUR,EUR,1.0
2023-07-27,EUR,GBP,0.85885
2023-07-27,EUR,USD,1.1125
2023-07-27,GBP,AUD,1.90755
2023-07-27,GBP,CAD,1.70624
2023-07-27,GBP,EUR,1.16435
2023-07-27,GBP,GBP,1.00000
2023-07-27,GBP,USD,1.29534
2023-07-27,USD,AUD,1.47263
2023-07-27,USD,CAD,1.31721
2023-07-27,USD,EUR,0.89888
2023-07-27,USD,GBP,0.77200
2023-07-27,USD,USD,1.00000
2023-07-28,AUD,AUD,1.00000
2023-07-28,AUD,CAD,0.88157
2023-07-28,AUD,EUR,0.60577
2023-07-28,AUD,GBP,0.51829
2023-07-28,AUD,USD,0.66695
2023-07-28,CAD,AUD,1.13434
2023-07-28,CAD,CAD,1.00000
2023-07-28,CAD,EUR,0.68714
2023-07-28,CAD,GBP,0.58792
2023-07-28,CAD,USD,0.75655
2023-07-28,EUR,AUD,1.6508
2023-07-28,EUR,CAD,1.4553
2023-07-28,EUR,EUR,1.0
2023-07-28,EUR,GBP,0.8556
2023-07-28,EUR,USD,1.101
2023-07-28,GBP,AUD,1.92941
2023-07-28,GBP,CAD,1.70091
2023-07-28,GBP,EUR,1.16877
2023-07-28,GBP,GBP,1.00000
2023-07-28,GBP,USD,1.28682
2023-07-28,USD,AUD,1.49936
2023-07-28,USD,CAD,1.32180
2023-07-28,USD,EUR,0.90827
2023-07-28,USD,GBP,0.77711
2023-07-28,USD,USD,1.00000
2023-07-29,AUD,AUD,1.00000
2023-07-29,AUD,CAD,0.88157
2023-07-29,AUD,EUR,0.60577
2023-07-29,AUD,GBP,0.51829
2023-07-29,AUD,USD,0.66695
2023-07-29,CAD,AUD,1.13434
2023-07-29,CAD,CAD,1.00000
2023-07-29,CAD,EUR,0.68714
2023-07-29,CAD,GBP,0.58792
2023-07-29,CAD,USD,0.75655
2023-07-29,EUR,AUD,1.6508
2023-07-29,EUR,CAD,1.4553
2023-07-29,EUR,EUR,1.0
2023-07-29,EUR,GBP,0.8556
2023-07-29,EUR,USD,1.101
2023-07-29,GBP,AUD,1.92941
2023-07-29,GBP,CAD,1.70091
2023-07-29,GBP,EUR,1.16877
2023-07-29,GBP,GBP,1.00000
2023-07-29,GBP,USD,1.28682
2023-07-29,USD,AUD,1.49936
2023-07-29,USD,CAD,1.32180
2023-07-29,USD,EUR,0.90827
2023-07-29,USD,GBP,0.77711
2023-07-29,USD,USD,1.00000
2023-07-30,AUD,AUD,1.00000
2023-07-30,AUD,CAD,0.88157
2023-07-30,AUD,EUR,0.60577
2023-07-30,AUD,GBP,0.51829
2023-07-30,AUD,USD,0.66695
2023-07-30,CAD,AUD,1.13434
2023-07-30,CAD,CAD,1.00000
2023-07-30,CAD,EUR,0.68714
2023-07-30,CAD,GBP,0.58792
2023-07-30,CAD,USD,0.75655
2023-07-30,EUR,AUD,1.6508
2023-07-30,EUR,CAD,1.4553
2023-07-30,EUR,EUR,1.0
2023-07-30,EUR,GBP,0.8556
2023-07-30,EUR,USD,1.101
2023-07-30,GBP,AUD,1.92941
2023-07-30,GBP,CAD,1.70091
2023-07-30,GBP,EUR,1.16877
2023-07-30,GBP,GBP,1.00000
2023-07-30,GBP,USD,1.28682
2023-07-30,USD,AUD,1.49936
2023-07-30,USD,CAD,1.32180
2023-07-30,USD,EUR,0.90827
2023-07-30,USD,GBP,0.77711
2023-07-30,USD,USD,1.00000
2023-07-31,AUD,AUD,1.00000
2023-07-31,AUD,CAD,0.88623
2023-07-31,AUD,EUR,0.60842
2023-07-31,AUD,GBP,0.52181
2023-07-31,AUD,USD,0.67066
2023-07-31,CAD,AUD,1.12838
2023-07-31,CAD,CAD,1.00000
2023-07-31,CAD,EUR,0.68653
2023-07-31,CAD,GBP,0.58880
2023-07-31,CAD,USD,0.75676
2023-07-31,EUR,AUD,1.6436
2023-07-31,EUR,CAD,1.4566
2023-07-31,EUR,EUR,1.0
2023-07-31,EUR,GBP,0.85765
2023-07-31,EUR,USD,1.1023
2023-07-31,GBP,AUD,1.91640
2023-07-31,GBP,CAD,1.69836
2023-07-31,GBP,EUR,1.16598
2023-07-31,GBP,GBP,1.00000
2023-07-31,GBP,USD,1.28526
2023-07-31,USD,AUD,1.49106
2023-07-31,USD,CAD,1.32142
2023-07-31,USD,EUR,0.90719
2023-07-31,USD,GBP,0.77805
2023-07-31,USD,USD,1.00000
2023-08-01,AUD,AUD,1.00000
2023-08-01,AUD,CAD,0.87993
2023-08-01,AUD,EUR,0.60397
2023-08-01,AUD,GBP,0.51860
2023-08-01,AUD,USD,0.66256
2023-08-01,CAD,AUD,1.13645
2023-08-01,CAD,CAD,1.00000
2023-08-01,CAD,EUR,0.68639
2023-08-01,CAD,GBP,0.58937
2023-08-01,CAD,USD,0.75297
2023-08-01,EUR,AUD,1.6557
2023-08-01,EUR,CAD,1.4569
2023-08-01,EUR,EUR,1.0
2023-08-01,EUR,GBP,0.85865
2023-08-01,EUR,USD,1.097
2023-08-01,GBP,AUD,1.92826
2023-08-01,GBP,CAD,1.69673
2023-08-01,GBP,EUR,1.16462
2023-08-01,GBP,GBP,1.00000
2023-08-01,GBP,USD,1.27759
2023-08-01,USD,AUD,1.50930
2023-08-01,USD,CAD,1.32808
2023-08-01,USD,EUR,0.91158
2023-08-01,USD,GBP,0.78273
2023-08-01,USD,USD,1.00000
2023-08-02,AUD,AUD,1.00000
2023-08-02,AUD,CAD,0.87598
2023-08-02,AUD,EUR,0.59913
2023-08-02,AUD,GBP,0.51548
2023-08-02,AUD,USD,0.65814
2023-08-02,CAD,AUD,1.14158
2023-08-02,CAD,CAD,1.00000
2023-08-02,CAD,EUR,0.68395
2023-08-02,CAD,GBP,0.58845
2023-08-02,CAD,USD,0.75132
2023-08-02,EUR,AUD,1.6691
2023-08-02,EUR,CAD,1.4621
2023-08-02,EUR,EUR,1.0
2023-08-02,EUR,GBP,0.86038
2023-08-02,EUR,USD,1.0985
2023-08-02,GBP,AUD,1.93996
2023-08-02,GBP,CAD,1.69937
2023-08-02,GBP,EUR,1.16228
2023-08-02,GBP,GBP,1.00000
2023-08-02,GBP,USD,1.27676
2023-08-02,USD,AUD,1.51944
2023-08-02,USD,CAD,1.33100
2023-08-02,USD,EUR,0.91033
2023-08-02,USD,GBP,0.78323
2023-08-02,USD,USD,1.00000
2023-08-03,AUD,AUD,1.00000
2023-08-03,AUD,CAD,0.87288
2023-08-03,AUD,EUR,0.59709
2023-08-03,AUD,GBP,0.51629
2023-08-03,AUD,USD,0.65273
2023-08-03,CAD,AUD,1.14563
2023-08-03,CAD,CAD,1.00000
2023-08-03,CAD,EUR,0.68404
2023-08-03,CAD,GBP,0.59148
2023-08-03,CAD,USD,0.74779
