OrderKey,LineNumber,ProductKey,Quantity,UnitPrice,NetPrice,UnitCost
132401,1,1611,3,143.991,126.71208,66.213
132401,2,20,4,109.88,109.88,50.5284
132401,3,1691,1,4.851,4.26888,2.475
132500,0,1419,6,412.8,375.648,189.84
132501,0,2307,4,83.6318,83.6318,42.64
132501,1,447,8,459.8,459.8,234.42
132600,0,441,3,459.8,459.8,234.42
132600,1,418,2,539.9,469.713,275.26
132600,2,454,2,539.8,529.004,275.2
132700,0,1465,2,318.4,318.4,146.416
132701,0,443,3,698,698,320.98
132701,1,809,1,79.8,71.022,40.68
132701,2,464,2,1358,1167.88,449.94
132701,3,1623,1,197.1,171.477,65.304
132702,0,1578,2,197.1,197.1,65.304
132702,1,2490,1,23.984,23.984,12.224
132702,2,416,5,1938,1744.2,642.1
132702,3,528,7,1638,1638,542.7
132900,0,1536,5,476.8,424.352,219.264
133000,0,645,3,418,392.92,138.5
133000,1,188,7,105.21,94.689,48.384
133100,0,1621,3,11.691,11.691,5.958
133101,0,843,1,53.8,53.8,27.42
133101,1,1505,3,368,327.52,169.232
133101,2,82,3,33.251,33.251,15.293
133200,0,398,1,765.9,765.9,390.48
133200,1,481,1,278,264.1,127.84
133201,0,2038,2,163.9918,144.312784,75.4154
133300,0,1332,8,46.384,40.81792,21.328
133300,1,1518,3,480,475.2,220.736
133300,2,1943,2,229.5918,229.5918,117.055
133400,0,438,2,1838,1672.58,608.96
133401,0,1508,2,480,417.6,220.736
133401,1,1578,1,197.1,197.1,65.304
133402,0,1539,4,496,441.44,228.096
133600,0,1705,1,6.192,6.192,2.844
133600,1,1012,1,257.4,247.104,118.365
133700,0,1634,8,8.991,7.91208,4.581
133700,1,571,3,502,502,230.86
133700,2,1655,1,260.991,229.67208,86.472
133700,3,2510,3,6.496,5.65152,3.312
133800,0,741,2,458,407.62,151.74
133801,0,65,2,148.42,138.0306,68.2568
133801,1,1680,1,6.291,6.291,3.204
133900,0,2498,1,37.952,35.29536,19.344
133900,1,1999,3,81.9918,81.171882,41.8036
133901,0,1575,2,54.891,54.891,25.245
134000,0,394,7,1516,1516,697.16
134000,1,1556,1,448,394.24,206.016
134000,2,1497,2,427.2,375.936,196.448
134000,3,777,4,27.8,27.8,14.18
134000,4,1249,6,64.987,57.83843,33.137
134100,0,1413,3,478.4,478.4,220
134100,1,1686,5,6.291,6.291,3.204
134101,0,420,2,999.8,999.8,509.72
134102,0,2099,7,211.15,187.9235,107.6496
134102,1,1664,5,8.091,7.68645,3.717
134300,0,654,3,258,224.46,118.64
134300,1,755,1,51,45.39,26
134300,2,1117,3,567.06,499.0128,187.876
134300,3,97,5,55.268,49.7412,28.1752
134400,0,531,3,1358,1222.2,449.94
134400,1,1696,5,15.291,13.45608,5.067
134400,2,1351,3,27.184,27.184,13.856
134400,3,1655,1,260.991,260.991,86.472
134500,0,1526,3,380.8,380.8,175.12
134501,0,10,4,49.1918,44.27262,25.0756
134600,0,736,2,236,202.96,108.52
134600,1,294,7,269.1,269.1,137.196
134600,2,1483,2,430.4,430.4,197.92
134601,0,1344,3,25.6,25.6,13.056
134601,1,450,6,1838,1635.82,608.96
134700,0,2497,1,15.984,14.22576,8.144
134800,0,390,5,2598,2390.16,860.76
134800,1,835,1,105.8,105.8,53.94
134801,0,1304,1,88.4,78.676,40.651
134801,1,105,6,94.3,92.414,43.3616
134802,0,2067,3,546.0708,546.0708,180.9248
134802,1,2094,1,211.15,211.15,107.6496
135000,0,434,1,1198,1198,550.92
135000,1,1029,2,260,260,86.138
135100,0,441,1,459.8,436.81,234.42
135100,1,1283,5,32.487,29.88804,16.562
135100,2,667,5,380,338.2,174.74
135100,3,1651,7,143.991,129.5919,66.213
135200,0,422,4,1938,1744.2,642.1
135201,0,425,1,738,656.82,376.26
135201,1,644,1,158,158,80.56
135300,0,1598,2,52.092,44.79912,23.958
135300,1,47,1,122.959,113.12228,62.689
135300,2,1663,2,6.201,5.45688,2.853
135301,0,1201,3,1298.7,1116.882,430.287
135400,0,629,1,598,598,198.12
135500,0,2495,8,15.984,13.74624,8.144
135500,1,2096,3,719.55,719.55,330.8946
135500,2,344,2,732,673.44,373.2
135501,0,59,1,127.92,127.92,65.2146
135501,1,664,10,458,458,151.74
135501,2,1597,1,52.092,52.092,23.958
135501,3,1421,3,464,408.32,213.376
135501,4,55,2,242.72,213.5936,80.4174
135501,5,1640,1,20.601,20.601,6.822
135501,6,1687,8,6.192,5.51088,2.844
135502,0,2374,6,163.9918,163.9918,83.6072
135700,0,1406,2,22.704,20.88768,11.568
135700,1,1798,5,38.7,33.282,19.728
135800,0,432,1,999.8,999.8,509.72
135800,1,436,2,738,730.62,376.26
135800,2,50,4,163.959,163.959,75.399
135800,3,458,1,459.8,409.222,234.42
135800,4,1524,2,528,496.32,242.816
135800,5,437,7,999.8,889.822,509.72
135800,6,83,3,81.9918,81.9918,37.7036
135901,0,1255,7,25.987,23.12843,13.247
135901,1,1884,4,1490.76,1490.76,685.5446
136000,0,420,3,999.8,869.826,509.72
136000,1,1648,3,98.991,98.991,50.472
136000,2,416,10,1938,1724.82,642.1
136000,3,1256,3,25.987,24.94752,13.247
136001,0,1661,2,4.95,4.9005,2.52
136002,0,1816,4,28.8,28.8,14.679
136002,1,1296,8,32.5,28.6,14.95
136002,2,1606,1,143.991,126.71208,66.213
136002,3,1694,1,7.992,7.992,3.672
136002,4,1536,1,476.8,476.8,219.264
136100,0,1516,2,460.8,414.72,211.904
136200,0,128,7,129.06,129.06,65.799
136200,1,1697,1,4.851,4.851,2.475
136201,0,109,1,109.0518,109.0518,50.1512
136201,1,1780,1,38.7,38.7,19.728
136202,0,58,2,127.92,127.92,65.2146
136202,1,98,4,98.4,98.4,45.2476
136400,0,382,3,765.9,765.9,390.48
136400,1,445,1,1118,972.66,514.12
136400,2,1442,3,846.4,753.296,280.432
136500,0,1402,2,70.096,61.68448,32.24
136600,0,419,3,738,656.82,376.26
136600,1,371,4,1198,1198,550.92
136601,0,529,1,1738,1494.68,575.84
136601,1,512,3,258,258,131.54
136601,2,438,1,1838,1599.06,608.96
136700,0,1449,5,480,480,220.736
136701,0,634,2,4998,4348.26,1655.94
136701,1,647,2,174,161.82,88.72
136701,2,723,6,204,204,104
136702,0,1689,8,4.482,3.98898,2.286
136702,1,1847,5,2175.378,1870.82508,720.7472
136800,0,1712,3,63.117,63.117,29.025
136800,1,55,3,242.72,220.8752,80.4174
136900,0,1511,1,366.4,318.768,168.496
136900,1,2492,2,39.984,39.984,20.384
136900,2,1438,1,464,399.04,213.376
136900,3,416,2,1938,1938,642.1
136900,4,1274,3,67.769,67.769,34.554
136901,0,740,6,496,496,164.34
136901,1,2511,2,6.496,5.8464,3.312
136901,2,1769,1,30.6,26.928,14.076
136901,3,962,1,244.4,244.4,112.385
136901,4,2489,1,23.984,21.82544,12.224
136902,0,82,7,33.251,33.251,15.293
136902,1,456,2,1118,995.02,514.12
137100,0,2492,4,39.984,37.18512,20.384
137100,1,2453,3,24.5918,21.640784,12.5378
137100,2,2093,2,416.56,395.732,212.3718
137100,3,1589,3,8.991,7.82217,4.581
137200,0,1684,2,15.201,15.201,5.04
137300,0,1822,5,28.8,25.632,14.679
137301,0,1703,3,4.851,4.851,2.475
137301,1,1472,2,382.4,359.456,175.856
137301,2,1528,1,483.2,483.2,160.096
137301,3,647,2,174,174,88.72
137301,4,430,2,539.9,469.713,275.26
137400,0,1672,8,15.201,13.37688,5.04
137401,0,1647,1,161.991,161.991,74.493
137401,1,1526,2,380.8,335.104,175.12
137401,2,433,4,1938,1705.44,642.1
137401,3,1372,8,57.584,50.09808,26.48
137401,4,1645,3,52.092,45.32004,23.958
137401,5,1731,3,65.205,56.72835,29.988
137401,6,1622,1,197.1,197.1,65.304
137402,0,1428,1,428.8,377.344,197.184
137402,1,1467,2,481.6,462.336,221.472
137500,0,46,3,122.959,111.89269,62.689
137500,1,1659,2,233.991,233.991,77.526
137500,2,476,2,1738,1651.1,575.84
137500,3,1695,8,4.482,4.482,2.286
137500,4,1449,5,480,432,220.736
137600,0,1826,2,28.8,28.512,14.679
137601,0,1621,4,11.691,10.28808,5.958
137602,0,1541,3,478.4,478.4,220
137602,1,1506,1,460.8,460.8,211.904
137602,2,1313,2,266.5,231.855,122.551
137800,0,1794,7,38.7,33.669,19.728
137800,1,177,7,51.21,45.0648,26.109
137800,2,1273,1,9.035,7.9508,4.602
137800,3,769,7,45.8,45.8,23.36
137800,4,528,4,1638,1539.72,542.7
137800,5,1457,1,302.4,272.16,139.056
137900,0,56,1,242.72,242.72,80.4174
137900,1,1095,2,465.4,404.898,214.019
137900,2,1640,5,20.601,17.92287,6.822
138000,0,1763,2,89.775,83.49075,41.283
138000,1,527,1,198,178.2,100.94
138000,2,1299,3,32.5,29.25,14.95
138000,3,70,2,39.319,35.3871,18.081
138001,0,2336,1,220.17,200.3547,101.2454
138001,1,1422,2,481.6,481.6,221.472
138001,2,101,1,98.4,98.4,45.2476
138001,3,590,7,1998,1798.2,918.8
138001,4,2488,1,23.984,21.5856,12.224
138001,5,442,4,539.8,475.024,275.2
138001,6,53,2,242.72,208.7392,80.4174
138100,0,157,1,989.991,989.991,455.265
138101,0,1022,7,239.85,239.85,110.292
138102,0,92,4,122.9918,122.9918,40.7458
138200,0,99,1,98.4,96.432,45.2476
138200,1,1523,7,478.4,478.4,220
138200,2,1741,4,25.2,25.2,12.852
138200,3,1461,2,492.8,433.664,226.624
138300,0,144,3,269.991,237.59208,137.646
138301,0,2489,2,23.984,21.5856,12.224
138301,1,52,1,163.959,160.67982,75.399
138302,0,370,1,765.9,765.9,390.48
138303,0,105,3,94.3,94.3,43.3616
138303,1,1692,1,6.291,6.291,3.204
138303,2,1680,5,6.291,6.291,3.204
138500,0,174,1,116.91,114.5718,38.736
138600,0,1226,1,1298.7,1207.791,430.287
138600,1,1035,1,365.3,350.688,186.238
138700,0,197,3,269.91,232.1226,137.61
138700,1,2060,3,77.8918,70.881538,39.7126
138700,2,89,3,122.9918,122.9918,40.7458
138700,3,634,3,4998,4348.26,1655.94
138700,4,2493,1,39.984,39.984,20.384
138700,5,2090,4,1209.5,1064.36,400.734
138700,6,1551,1,478.4,478.4,220
138701,0,407,3,1198,1198,550.92
138701,1,103,2,94.3,82.041,43.3616
138701,2,1668,9,6.291,5.53608,3.204
138701,3,643,3,338,307.58,155.44
138701,4,1496,1,460.8,414.72,211.904
138701,5,809,4,79.8,79.8,40.68
138800,0,1757,1,50.31,44.7759,25.65
138800,1,1516,1,460.8,460.8,211.904
138801,0,1286,2,101.387,94.28991,51.688
138801,1,93,2,55.268,51.39924,28.1752
138802,0,56,2,242.72,242.72,80.4174
138802,1,75,2,31.119,31.119,14.309
138802,2,406,5,765.9,765.9,390.48
138802,3,2113,2,416.56,416.56,212.3718
138802,4,2495,3,15.984,14.06592,8.144
138802,5,501,4,118,107.38,60.16
138900,0,155,1,422.973,389.13516,194.508
138900,1,1668,5,6.291,6.10227,3.204
138900,2,356,6,913.8,804.144,420.22
138900,3,1658,1,98.991,98.991,50.472
139000,0,1668,4,6.291,6.291,3.204
139001,0,156,2,422.973,422.973,194.508
139001,1,1454,3,318.4,318.4,146.416
139001,2,804,1,45.8,41.22,23.36
139002,0,15,2,63.6976,63.6976,29.2904
139003,0,1203,6,1274,1108.38,422.097
139200,0,1814,1,28.8,25.344,14.679
139300,0,1606,8,143.991,143.991,66.213
139300,1,71,5,39.319,39.319,18.081
139300,2,432,5,999.8,879.824,509.72
139300,3,1636,2,11.394,10.2546,5.238
139300,4,1693,2,6.192,5.51088,2.844
139300,5,1492,2,382.4,336.512,175.856
139400,0,1782,4,38.7,37.152,19.728
139401,0,1683,6,4.491,4.26645,2.286
139500,0,77,3,31.119,29.87424,14.309
139500,1,1708,1,63.117,58.06764,29.025
139500,2,1630,1,20.601,18.95292,6.822
139500,3,108,1,109.0518,109.0518,50.1512
139501,0,920,7,1.9,1.691,0.96
139501,1,1453,2,412.8,412.8,189.84
139501,2,1704,3,6.291,5.41026,3.204
139501,3,1130,5,414.7,377.377,190.71
139501,4,1282,6,32.487,32.487,16.562
139501,5,1410,6,368,368,169.232
139502,0,1130,1,414.7,414.7,190.71
139502,1,82,3,33.251,29.26088,15.293
139600,0,1751,1,98.1,98.1,32.499
139700,0,1359,4,68.784,61.21776,22.784
139700,1,1421,2,464,403.68,213.376
139700,2,2514,4,207.984,207.984,68.912
139700,3,383,8,1198,1054.24,550.92
139701,0,1615,2,260.991,224.45226,86.472
139702,0,1606,6,143.991,143.991,66.213
139702,1,66,8,21.0658,21.0658,10.742
139702,2,1608,1,98.991,87.11208,50.472
139702,3,2104,2,211.15,211.15,107.6496
139702,4,1019,4,348.4,306.592,115.427
139703,0,1132,4,815.1,815.1,270.062
139703,1,1711,3,63.117,63.117,29.025
139703,2,1366,8,52.784,52.784,24.272
139703,3,1557,7,496,441.44,228.096
139703,4,1375,1,67.2,62.496,22.272
139900,0,433,2,1938,1879.86,642.1
139900,1,1662,3,6.291,5.85063,3.204
139900,2,423,2,1198,1198,550.92
139900,3,1628,8,12.501,12.501,5.751
139900,4,2104,1,211.15,183.7005,107.6496
139900,5,1791,3,38.7,33.282,19.728
139900,6,1471,3,366.4,366.4,168.496
140000,0,1699,1,6.192,6.192,2.844
140000,1,39,3,245.3686,245.3686,81.2948
140000,3,1656,1,143.991,143.991,66.213
140100,0,76,6,31.119,27.07353,14.309
140101,0,1458,3,320,320,147.152
140200,0,1614,1,233.991,233.991,77.526
140200,1,2498,2,37.952,37.952,19.344
140201,0,1705,9,6.192,5.51088,2.844
140201,1,24,6,163.918,144.24784,75.3826
140202,0,434,2,1198,1054.24,550.92
140202,1,1604,1,233.991,203.57217,77.526
140202,2,1631,2,11.394,10.14066,5.238
140202,3,1796,6,38.7,35.604,19.728
140300,0,113,2,204.9918,192.692292,67.9206
140301,0,83,1,81.9918,81.171882,37.7036
140400,0,1376,1,49.6,44.144,16.432
140401,0,1434,3,428.8,390.208,197.184
140401,1,1819,3,28.8,26.496,14.679
140402,0,1398,3,46.384,41.7456,21.328
140402,1,1445,3,428.8,428.8,197.184
140402,2,1800,2,28.8,26.784,14.679
140402,3,1463,1,468.8,417.232,215.584
140403,0,1078,7,408.2,355.134,187.72
140403,1,2375,1,90.1918,81.17262,45.9856
140600,0,1735,1,25.2,25.2,12.852
140700,0,54,1,242.72,220.8752,80.4174
140700,1,1546,1,483.2,415.552,160.096
140700,2,1732,1,65.205,65.205,29.988
140700,3,1637,5,16.191,14.24808,7.443
140700,4,460,3,599.8,599.8,305.8
140700,5,2103,1,416.56,416.56,212.3718
140701,0,427,7,938,900.48,431.36
140701,1,2500,7,37.952,37.952,19.344
140701,2,363,1,1398,1328.1,642.88
140701,3,450,3,1838,1654.2,608.96
140800,0,1697,1,4.851,4.851,2.475
140800,1,1612,3,161.991,158.75118,74.493
140801,0,1451,7,428.8,390.208,197.184
140801,1,2507,3,7.584,6.8256,3.872
140801,2,1327,1,75.184,75.184,24.912
140900,0,1638,1,12.501,12.501,5.751
140901,0,1367,3,57.584,50.09808,26.48
140902,0,1501,4,366.4,366.4,168.496
140902,1,131,1,180,163.8,91.773
140902,2,1671,3,4.491,3.95208,2.286
140902,3,1613,6,98.991,92.06163,50.472
140902,4,2088,5,416.56,416.56,212.3718
140902,5,108,6,109.0518,109.0518,50.1512
141000,0,1770,2,30.6,26.622,15.597
141001,0,54,1,242.72,216.0208,80.4174
141001,1,423,2,1198,1078.2,550.92
141001,2,2057,3,147.5918,147.5918,67.8714
141100,0,111,1,204.9918,182.442702,67.9206
141100,1,1198,3,534.3,464.841,272.402
141100,2,1640,1,20.601,20.601,6.822
141101,0,371,4,1198,1066.22,550.92
141101,1,146,1,2609.991,2270.69217,864.738
141102,0,1438,2,464,431.52,213.376
141102,1,1472,1,382.4,336.512,175.856
141103,0,181,6,116.1,102.168,53.388
141103,1,1503,7,430.4,400.272,197.92
141103,2,56,7,242.72,242.72,80.4174
141103,3,1601,1,143.991,128.15199,66.213
141300,0,1595,1,20.601,18.12888,6.822
141400,0,68,4,21.0658,21.0658,10.742
141401,0,454,3,539.8,539.8,275.2
141401,1,1590,8,20.601,18.12888,6.822
141401,2,47,1,122.959,120.49982,62.689
141401,3,2106,6,719.55,719.55,330.8946
141500,0,453,2,459.8,404.624,234.42
141501,0,417,1,1198,1114.14,550.92
141600,0,1695,7,4.482,4.0338,2.286
141600,1,47,3,122.959,109.43351,62.689
141600,2,100,2,98.4,91.512,45.2476
141600,3,1776,3,38.7,34.056,19.728
141600,4,1463,4,468.8,417.232,215.584
141600,5,1514,4,332.8,302.848,153.04
141600,6,1050,1,405.6,348.816,186.524
141601,0,1649,5,233.991,233.991,77.526
141601,1,1639,7,8.991,8.991,4.581
141601,2,1028,1,167.7,147.576,77.116
141601,3,509,7,278,278,141.74
141601,4,444,1,1838,1709.34,608.96
141601,5,1513,3,430.4,430.4,197.92
141602,0,13,10,63.6976,63.060624,29.2904
141602,1,1756,6,58.41,58.41,29.781
141602,2,1258,1,51.987,51.987,26.507
141602,3,1624,4,197.1,197.1,65.304
141602,4,404,1,2598,2260.26,860.76
141700,0,71,3,39.319,38.92581,18.081
141700,1,1497,1,427.2,384.48,196.448
141701,0,437,1,999.8,999.8,509.72
141701,1,350,7,798,798,406.84
141701,2,1737,7,25.2,22.176,12.852
141800,0,1081,1,738.4,694.096,244.647
141800,1,456,3,1118,1118,514.12
141801,0,1414,2,409.6,360.448,188.368
141801,1,1621,7,11.691,11.22336,5.958
141801,2,1703,1,4.851,4.75398,2.475
141801,3,1581,2,197.1,197.1,65.304
141802,0,443,2,698,649.14,320.98
141802,1,898,1,83.46,73.4448,42.56
141802,2,1372,3,57.584,49.52224,26.48
141803,0,2489,1,23.984,21.10592,12.224
141803,1,551,8,4590,4590,1520.76
141803,2,1037,3,245.05,245.05,112.684
141803,3,1354,4,46.384,43.13712,21.328
142000,0,1733,6,20.5092,18.253188,10.458
142000,1,1461,1,492.8,468.16,226.624
142000,2,1736,8,25.2,23.688,12.852
142100,0,1617,3,52.191,44.88426,24.003
142101,0,68,1,21.0658,21.0658,10.742
142101,1,2494,1,4.704,4.18656,2.4
142101,2,66,2,21.0658,18.95922,10.742
142200,0,1705,2,6.192,6.192,2.844
142200,1,427,2,938,938,431.36
142200,2,1248,1,64.987,55.88882,33.137
142201,0,15,1,63.6976,63.6976,29.2904
142201,1,1211,5,1105,994.5,508.144
142300,0,52,1,163.959,163.959,75.399
142301,0,1430,1,478.4,473.616,220
142301,1,119,3,107.991,107.991,55.053
142302,0,1704,1,6.291,6.03936,3.204
142302,1,2414,4,30.2006,30.2006,15.3996
142302,2,587,1,4590,4590,1520.76
142400,0,1522,3,608,547.2,201.44
142400,1,2483,5,287,266.91,131.979
142400,2,1746,2,98.1,87.309,32.499
142401,0,347,5,1172,1172,538.96
142401,1,1726,1,50.4,50.4,25.695
142401,2,1621,1,11.691,11.691,5.958
142500,0,69,3,21.0658,18.95922,10.742
142501,0,2106,4,719.55,647.595,330.8946
142501,1,1675,2,6.201,6.201,2.853
142501,2,1666,2,15.201,15.201,5.04
142501,3,1490,4,206.4,206.4,105.232
142501,4,892,1,119.98,119.98,61.16
142501,5,946,4,192.4,173.16,88.478
142501,6,416,1,1938,1938,642.1
142502,0,102,1,94.3,82.984,43.3616
142503,0,477,7,1238,1126.58,410.18
142503,1,1753,2,80.1,72.891,36.837
142503,2,1247,1,64.987,56.53869,33.137
142503,3,441,2,459.8,441.408,234.42
142700,0,106,1,109.0518,109.0518,50.1512
142700,1,91,2,122.9918,108.232784,40.7458
142700,3,59,3,127.92,127.92,65.2146
142800,0,1727,4,50.4,43.344,23.175
142800,1,496,1,358,315.04,164.64
142801,0,1267,7,64.948,64.948,33.111
142900,0,25,2,163.918,145.88702,75.3826
142900,2,344,4,732,732,373.2
142900,3,1578,7,197.1,171.477,65.304
142901,0,129,1,180,167.4,91.773
142902,0,1291,2,476.515,424.09835,157.885
142902,1,113,5,204.9918,204.9918,67.9206
143000,0,1702,1,15.291,14.06772,5.067
143001,0,64,3,148.42,143.9674,68.2568
143002,0,85,1,81.9918,73.79262,37.7036
143100,0,51,8,163.959,163.959,75.399
143100,1,441,1,459.8,459.8,234.42
143100,2,438,2,1838,1838,608.96
143101,0,137,4,449.991,395.99208,206.937
143200,0,1690,4,15.291,15.291,5.067
143201,0,2382,2,90.1918,78.466866,45.9856
143201,1,1971,2,404.26,359.7914,185.9022
143201,2,452,8,439.9,439.9,224.28
143201,3,421,1,938,881.72,431.36
143201,4,1677,4,4.491,4.491,2.286
143201,5,80,2,33.251,29.26088,15.293
143202,0,425,1,738,656.82,376.26
143203,0,1506,1,460.8,414.72,211.904
143203,1,105,3,94.3,82.984,43.3616
143203,2,1561,2,643.2,598.176,213.104
143400,0,1585,3,20.601,19.36494,6.822
143400,1,1235,2,1089.4,1089.4,500.981
143500,0,1561,2,643.2,643.2,213.104
143501,0,73,2,39.319,39.319,18.081
143600,0,1581,3,197.1,197.1,65.304
143600,1,1475,1,368,368,169.232
143600,2,1681,1,6.201,6.13899,2.853
143600,3,1623,2,197.1,175.419,65.304
143600,4,431,1,738,738,376.26
143600,5,1452,2,468.8,468.8,215.584
143601,0,1799,7,23.4,20.826,11.934
143601,1,1568,1,448,448,206.016
143602,0,2091,3,719.55,633.204,330.8946
143602,1,1613,1,98.991,88.10199,50.472
143602,2,2495,3,15.984,15.984,8.144
143602,3,756,9,59.8,53.222,27.5
143602,4,1617,3,52.191,47.49381,24.003
143700,0,1661,3,4.95,4.95,2.52
143701,0,520,6,1358,1222.2,449.94
143701,1,109,3,109.0518,109.0518,50.1512
143701,2,434,1,1198,1198,550.92
143701,3,2245,1,24.5918,24.5918,12.5378
143702,0,2514,2,207.984,180.94608,68.912
143702,1,1690,9,15.291,13.30317,5.067
143702,2,1163,3,1105,1060.8,508.144
143702,3,2490,5,23.984,23.984,12.224
143800,0,1648,1,98.991,87.11208,50.472
143800,1,688,2,236,236,108.52
143800,2,1590,2,20.601,17.92287,6.822
143800,3,1456,4,481.6,447.888,221.472
143801,0,1679,9,4.95,4.554,2.52
143801,1,1821,2,28.8,26.496,14.679
143801,2,1202,2,1297.4,1128.738,429.858
143900,0,50,6,163.959,149.20269,75.399
143901,0,499,1,198,198,100.94
143902,0,1124,1,854.1,811.395,282.984
143903,0,1648,1,98.991,95.03136,50.472
143903,1,2488,1,23.984,23.984,12.224
143903,2,456,2,1118,1118,514.12
144100,0,114,2,204.9918,204.9918,67.9206
144200,0,1600,1,52.092,45.32004,23.958
144200,1,303,7,782.1,696.069,259.128
144200,2,1813,6,28.8,26.208,14.679
144201,0,1732,3,65.205,57.3804,29.988
144300,0,101,5,98.4,87.576,45.2476
144301,0,1835,5,1311.18,1127.6148,668.4804
144301,1,902,3,88,88,44.86
144302,0,1658,2,98.991,90.08181,50.472
144400,0,1703,3,4.851,4.851,2.475
144400,1,1683,3,4.491,4.491,2.286
144401,0,1415,1,480,436.8,220.736
144401,1,1820,3,28.8,26.496,14.679
144402,0,1528,1,483.2,420.384,160.096
144402,1,1808,2,28.8,26.784,14.679
144500,0,20,1,109.88,109.88,50.5284
144500,2,141,7,269.991,269.991,137.646
144500,3,1631,2,11.394,11.394,5.238
144500,4,1807,3,28.8,26.208,14.679
144500,5,443,6,698,621.22,320.98
144500,6,1116,4,838.5,838.5,277.81
144501,0,115,5,204.9918,204.9918,67.9206
144501,1,2111,9,719.55,640.3995,330.8946
144501,2,1597,1,52.092,52.092,23.958
144501,3,1813,6,28.8,27.648,14.679
144600,0,2116,1,1353,1204.17,448.2776
144600,1,135,2,314.955,283.4595,144.837
144601,0,1436,1,412.8,408.672,189.84
144601,1,187,3,116.91,116.91,38.736
144602,0,1487,1,427.2,380.208,196.448
144602,1,90,2,122.9918,122.9918,40.7458
144602,2,1905,4,404.26,404.26,185.9022
144603,0,397,2,1398,1230.24,642.88
144603,1,562,1,218,191.84,111.14
144604,0,1008,2,239.85,239.85,110.292
144604,1,1327,1,75.184,75.184,24.912
144800,0,1620,2,54.891,49.95081,25.245
144801,0,516,4,180,180,59.64
144801,1,99,1,98.4,87.576,45.2476
144900,0,111,1,204.9918,204.9918,67.9206
144900,1,1672,3,15.201,14.13693,5.04
144900,2,1644,3,52.092,45.84096,23.958
144901,0,78,6,33.251,33.251,15.293
145000,0,1596,8,11.394,11.394,5.238
145001,0,2513,8,207.984,203.82432,68.912
145001,1,1458,7,320,320,147.152
145001,2,1634,2,8.991,8.00199,4.581
145002,0,2098,1,416.56,362.4072,212.3718
145002,1,2088,1,416.56,374.904,212.3718
145003,0,1590,1,20.601,20.601,6.822
145100,0,98,4,98.4,85.608,45.2476
145100,2,1788,1,38.7,38.7,19.728
145101,0,1698,8,6.291,5.53608,3.204
145101,1,1312,4,266.5,261.17,122.551
145102,0,1701,1,4.482,4.482,2.286
145103,0,1808,2,28.8,28.8,14.679
145103,1,442,2,539.8,475.024,275.2
145103,2,984,3,257.4,234.234,118.365
145103,3,1042,3,257.4,257.4,118.365
145200,0,1572,2,52.191,46.44999,24.003
145201,0,1166,2,214.5,214.5,109.356
145201,1,60,3,127.92,127.92,65.2146
145202,0,857,1,258,224.46,118.64
145202,1,1169,3,735.8,735.8,338.364
145202,2,301,1,287.1,287.1,146.376
145300,0,18,1,90.159,83.84787,41.4592
145301,0,1672,2,15.201,15.04899,5.04
145301,1,1320,3,43.184,40.16112,19.856
145302,0,55,3,242.72,242.72,80.4174
145302,1,1799,3,23.4,23.4,11.934
145302,2,396,3,2598,2390.16,860.76
145303,0,1557,4,496,431.52,228.096
145303,1,1441,6,320,307.2,147.152
145303,2,1758,1,45.486,39.57282,23.193
145303,3,1735,2,25.2,25.2,12.852
145303,4,931,6,110,101.2,56.08
145303,5,1647,1,161.991,157.13127,74.493
145303,6,1518,1,480,436.8,220.736
145304,0,550,1,218,207.1,111.14
145304,1,1624,1,197.1,173.448,65.304
145304,2,1987,4,81.9918,71.332866,41.8036
145305,0,441,6,459.8,459.8,234.42
145305,1,420,3,999.8,859.828,509.72
145500,0,2087,7,648.62,583.758,298.275
145501,0,1643,1,52.092,50.00832,23.958
145501,1,1573,3,53.091,47.7819,24.417
145501,2,372,6,1516,1516,697.16
145600,0,1615,2,260.991,229.67208,86.472
145600,1,1576,3,11.691,10.63881,5.958
145600,2,1488,4,480,480,220.736
145600,3,180,2,62.1,53.406,31.662
145601,0,1032,6,244.4,222.404,112.385
145601,1,227,6,575.1,511.839,264.465
145601,2,57,1,127.92,113.8488,65.2146
145601,3,1706,4,7.992,7.992,3.672
145602,0,1694,7,7.992,7.03296,3.672
145700,0,1373,2,22.704,20.20656,11.568
145700,1,1045,2,764.4,672.672,253.266
145701,0,78,7,33.251,33.251,15.293
145702,0,1781,2,38.7,33.669,19.728
145702,1,699,1,392,376.32,180.26
145702,2,1717,1,63.117,59.32998,29.025
145703,0,699,2,392,392,180.26
145703,1,1620,2,54.891,49.4019,25.245
145703,2,357,1,660,660,336.48
145703,3,417,3,1198,1126.12,550.92
145703,4,1624,1,197.1,177.39,65.304
145703,5,2510,4,6.496,6.04128,3.312
145800,0,1591,6,11.394,11.28006,5.238
145800,1,138,6,449.991,436.49127,206.937
145800,2,113,1,204.9918,180.392784,67.9206
145800,3,599,4,4590,3993.3,1520.76
145801,0,1344,7,25.6,25.6,13.056
145802,0,1133,1,567.06,504.6834,187.876
145802,1,442,2,539.8,539.8,275.2
145802,2,1135,1,426.4,388.024,196.092
145802,3,1385,1,36.784,32.36992,16.912
145803,0,1411,3,428.8,428.8,197.184
145804,0,1565,3,408,408,187.632
145804,1,58,2,127.92,113.8488,65.2146
145804,2,1666,2,15.201,15.201,5.04
145900,0,96,3,55.268,55.268,28.1752
